sample_idx,ir,red,accel_x,accel_y,accel_z,true_label
86,115358.625,97801.15428767273,0.004885352110540902,0.01729017636434424,0.977402464533001,cardiac
87,115415.375,97864.14620465321,0.03176492482653912,0.006749989320584359,0.9827346443161037,cardiac
88,115461.8671875,97863.43541384941,0.019555980751437347,0.009001067434650619,0.9756401243653623,cardiac
89,115500.984375,97897.44711422845,0.012865656678172027,-0.008119224402607483,0.9683178267439,cardiac
90,115527.4296875,97894.7940964012,0.013804488683102387,0.02531362948887946,0.987213600210696,cardiac
91,115543.0703125,97891.06004953195,-0.006609530422590916,0.015833116683992326,1.0019765646075927,cardiac
92,115560.1953125,97904.11082354747,0.02833798267986983,0.021305680948731035,0.976689451873527,cardiac
93,115587.5078125,97912.62513668997,0.02946824556428309,0.013497497695816226,0.9724612739628897,cardiac
94,115610.390625,97931.21642643528,0.007967206472573167,0.04359899252246954,0.9933027005730254,cardiac
95,115583.9453125,97913.83209985234,0.03738870579571557,0.014374299950761792,1.004072240087777,cardiac
96,115459.3828125,97860.15477670838,0.01097743934572885,0.018891921800150587,1.0272952538993354,cardiac
97,115228.90625,97742.56529468545,0.03150722948449426,0.013423527503269757,0.9887277144145992,cardiac
98,114942.4765625,97625.1121635332,0.02489335131328467,0.0387847690380317,0.9826630036249477,cardiac
99,114675.2734375,97544.4563406795,-0.006119786269067187,0.016119480393886672,0.9902307818574564,cardiac
100,114481.0,97424.09666670371,0.0216430695310286,0.03975035204273994,0.9947503061745889,cardiac
101,114378.8125,97373.39125813315,0.03219375457453977,0.003169187000346685,1.0030185223263681,cardiac
102,114366.7109375,97388.93787243612,0.05144329747484426,0.030965734158459532,0.9938033357991107,cardiac
103,114425.484375,97430.84737294086,0.022309822826116148,0.045866050452204904,0.9760922777491371,cardiac
104,114520.65625,97429.80355041029,0.01833346463068925,0.02564978155843016,1.001160016617198,cardiac
105,114625.609375,97494.66546222373,0.013440081414374212,0.023045476270506224,0.9858311777797332,cardiac
106,114739.703125,97538.51375163847,0.021807066992019192,0.016144813748534315,0.9728760948321667,cardiac
107,114868.0703125,97578.0608103326,0.0196832962246483,0.030975840416962108,0.9754947256268749,cardiac
108,114991.375,97669.75406558637,0.016383623768377483,0.027484802095208677,0.9739520233987924,cardiac
109,115071.5625,97693.66100616918,0.022739575062622377,0.0013081416553061623,1.0070194575125067,cardiac
110,115085.046875,97701.01741761189,0.054692320728197935,0.04724365931993697,0.986712289833403,cardiac
111,115039.8671875,97668.78205536082,0.031102986931109397,0.018427586725049426,0.9915315884410393,cardiac
112,114961.921875,97652.59255239247,0.04321635591406745,-0.003468939169609095,1.0058294189619916,cardiac
113,114876.3828125,97600.0441422052,0.019265360072663985,0.03715663040271433,0.9928085005334917,cardiac
114,114804.328125,97574.28599182004,0.009909920082107221,0.019899312735620026,1.0010395064254451,cardiac
115,114765.3203125,97542.64219056477,0.020536455111667913,0.022780669150953507,0.9821748723644702,cardiac
116,114772.8515625,97544.33831104437,-0.012008258512676093,0.02868281701558298,1.0004873960427643,cardiac
117,114822.5390625,97604.475330277,0.022222675769215005,0.015935744275651142,1.005544436540321,cardiac
118,114891.765625,97607.29546937942,0.013143399117851593,0.00404372106983226,0.9871717519575602,cardiac
119,114962.453125,97650.37974529284,0.037836457828272975,-0.0064275273424885745,1.00787744988921,cardiac
120,115036.6015625,97678.122995926,0.010411207186917291,-0.00238900501878506,1.0089009275421348,cardiac
121,115119.0,97708.26798690607,0.01854664857805708,-0.005632586002303611,0.9846190041141535,cardiac
122,115197.453125,97741.78512539245,0.03396578646330555,0.0315068729918397,0.9835935197711843,cardiac
123,115255.140625,97784.23827881919,0.026094811386459124,0.02409815083267993,0.9803306025942546,cardiac
124,115293.5625,97787.1646508795,0.025325541127496652,0.012676360219379696,0.9819596338429036,cardiac
125,115329.015625,97805.02038522493,0.012617780969316126,0.01393444941614269,0.9904478023043795,cardiac
126,115369.59375,97825.47973830542,0.01151765070013494,0.006321137099783489,1.0067000585751051,cardiac
127,115407.78125,97859.59653975128,0.023207407027654753,0.02577530480251964,1.0080273334790613,cardiac
128,115437.3984375,97865.188142067,0.02883263389459323,0.04635816227297859,0.9776204395235416,cardiac
129,115466.0546875,97873.32823146343,0.03212614389623438,0.0073262902807767205,1.017836748950569,cardiac
130,115502.2265625,97875.0512815472,0.045506601820886367,-0.017403337673850584,0.9754670063623218,cardiac
131,115529.890625,97874.94750914742,0.029964693661915127,0.023577202405521528,1.001048463242389,cardiac
132,115501.0625,97897.23561392352,0.018937020077399856,0.018383533113432,0.9997953215367948,cardiac
133,115366.4921875,97838.27843446081,0.018831930956940142,0.02680210925538499,0.9561075412633643,cardiac
134,115126.9765625,97716.28422646064,0.029506902793549887,-0.004273855984724526,1.004380167119541,cardiac
135,114847.15625,97603.40217257154,0.016569733626632,-0.0022418743081440446,0.9956085323511636,cardiac
136,114604.7890625,97500.35399825578,0.006329997532313501,-0.002739788987991109,0.9664905846607036,cardiac
137,114440.6328125,97428.87136923749,0.0195993836780283,0.018274806568522716,1.0053453897919686,cardiac
138,114363.21875,97396.16216704619,0.01787408207316483,0.026420063267832174,0.990269414627022,cardiac
139,114368.5625,97377.85840018759,0.01860067278530668,0.019194636528324593,1.0058758916418864,cardiac
140,114438.609375,97438.23788468746,0.01487848318312111,0.006833010507709085,0.9875875289295024,cardiac
141,114541.3359375,97442.01408157322,0.02124153690487758,-0.0031090600008466824,1.0054200909009943,cardiac
142,114650.3125,97521.58851110241,0.013993855523325001,0.017250820240381652,0.9776179114166411,cardiac
143,114759.0078125,97563.89758363296,0.025382059292133406,0.01611472761686755,0.98368977889804,cardiac
144,114866.859375,97617.04757665038,0.05031334149495713,0.015742726911341674,1.0166539338446607,cardiac
145,114957.9453125,97672.20622705395,0.034387083858471876,0.00018899448820762672,0.9842671977651316,cardiac
146,115004.3359375,97686.69965954819,0.026541531010358457,0.010996440964436485,0.9907419171263839,cardiac
147,114991.109375,97641.43563633967,0.015706925684381746,-0.017082764982145726,0.9866185103486896,cardiac
148,114932.5078125,97607.49852874348,-0.013271821958841395,0.01559702624749134,0.9791091331885844,cardiac
149,114859.2109375,97612.8313133333,0.009268749107417857,0.006715377461893003,0.994090085194438,cardiac
150,114793.8125,97556.57747870937,-0.0014800926660393267,-0.0162290178433011,0.9740090119275028,cardiac
151,114745.8125,97550.49658411779,-0.010625912862980848,-0.004497809751996786,1.0138632454578445,cardiac
152,114724.8515625,97554.05576460258,0.004151211252544227,0.01979081033922004,0.969425477876023,cardiac
153,114742.234375,97524.45132967972,0.024486802288587406,0.005248373170778971,0.9891028082169859,cardiac
154,114794.4921875,97540.45202063286,0.028531663915513115,0.03642245486659791,0.9929205952474991,cardiac
155,114859.421875,97604.56027525256,0.021865384270941424,-0.004477399168186099,0.998750094829985,cardiac
156,114916.7421875,97626.55751579169,0.01630891504182094,0.02265723313633956,0.9893444032427254,cardiac
157,114966.6875,97644.18061887677,0.04611283555714776,-0.01950291516644946,0.9855510095976738,cardiac
158,115022.4609375,97672.98599890406,0.033222224582018886,0.005053785432438884,0.9781174039649181,cardiac
159,115087.109375,97687.94555583698,0.016011790913906265,-0.01030186807087949,0.9917843065753466,cardiac
160,115147.7265625,97704.82243633842,0.05660692760259836,0.027664907310449384,0.9733648634022709,cardiac
161,115195.640625,97746.1072171843,0.006899883765075611,0.004520275175120943,1.005066241916009,cardiac
162,115238.8359375,97753.03734708176,0.007677694862462187,0.0003487638569044816,1.0032712415027236,cardiac
163,115284.9921875,97763.26950761133,0.0329697885571272,0.005215233837318458,0.9732335487844082,cardiac
164,115326.796875,97813.90100601841,-0.0032461723489406007,0.00046687757168823764,0.9565420664659271,cardiac
165,115355.953125,97818.22356052118,0.031247298228648728,0.001639474261047942,0.9972194049636771,cardiac
166,115378.0625,97834.970592997,0.04802487331402001,0.02883186880655432,0.9727329774307951,cardiac
167,115403.109375,97825.05386582612,0.0330387347971504,0.028760435142707118,0.9788046522285586,cardiac
168,115425.1484375,97839.71959556996,0.005700546153919937,0.00991134228490172,0.9659786497572572,cardiac
169,115415.296875,97830.2701445392,0.04206102423952329,-0.024351262638202975,0.9733978887638691,cardiac
170,115336.8984375,97797.46084944163,0.015956522539862482,0.008503523686290277,0.9924918625971394,cardiac
171,115172.5859375,97741.39409621374,0.02407172853012255,0.008894269656861372,1.0070532947815491,cardiac
172,114945.671875,97626.87617070247,-0.012090642544557915,0.012292399863487695,0.979281233824269,cardiac
173,114713.2265625,97541.6858467798,0.021987701527152296,0.015810286872889587,0.9763225668525781,cardiac
174,114530.4609375,97461.02431632877,0.010385765051967614,0.024599114574563548,0.9952358440297647,cardiac
175,114425.6875,97440.2050797507,0.009796273450962834,0.04352729657826366,1.0246376647274262,cardiac
176,114403.0234375,97378.9636417595,-0.0019369371844053206,0.01768145334521826,1.0276349165344858,cardiac
177,114446.9296875,97432.49276311502,0.031758479437773386,0.016702783490451675,0.9868791474996085,cardiac
178,114525.9609375,97452.60565801918,0.011882085711849193,0.010438039563217065,0.9817390588138779,cardiac
179,114612.125,97491.64971899554,0.031173625378370512,0.00789862467309861,0.9833827273198491,cardiac
180,114699.0,97508.33720761891,0.00196758969756379,0.013378299361370716,0.976588174898415,cardiac
181,114793.6328125,97564.82069525663,0.017288747469063594,0.030006399512301676,0.9954888732946668,cardiac
182,114891.21875,97625.80937389916,0.027570879421781463,0.01998309554657709,0.9908876359528724,cardiac
183,114964.3515625,97645.60267686725,0.018090076539925552,0.01029249260397129,1.001386755132496,cardiac
184,114986.8984375,97657.97629300367,0.0037364028606762696,0.03529330205236601,0.9905111709402723,cardiac
185,114963.015625,97641.8912897385,0.008769494141339394,0.008122903817004336,0.9798451439821784,cardiac
186,114917.140625,97643.3855861523,0.022403097485420617,0.004974561417024657,1.007131967981756,cardiac
187,114864.71875,97602.67932644185,0.008275415110786354,-0.018059307862560412,0.9790350226091116,cardiac
188,114811.0,97546.35892986027,-0.010127817599494857,0.015720721714563363,1.0058873696755697,cardiac
189,114767.671875,97549.91970169039,0.029716397003985102,-0.003451221776661559,0.97856617077648,cardiac
190,114753.78125,97524.6569658413,0.046679503033500276,0.021687501187265534,0.9900617803895109,cardiac
191,114780.1484375,97517.01890121505,0.03584093841790337,0.05400120582106008,1.0094485991636961,cardiac
192,114836.296875,97582.54405970091,0.022091228821558687,0.022833423768123796,0.9992561968664733,cardiac
193,114899.9765625,97638.51825019905,0.010809522552348143,0.0019377754952729642,0.9907867362523407,cardiac
194,114960.6640625,97645.92415103946,0.005791831558053193,0.017204250568616724,0.9914418455998814,cardiac
195,115022.0,97654.61697933642,0.05511555982824404,0.005669905429749187,0.9881731660204359,cardiac
196,115085.7109375,97686.12747942447,0.017535456656232008,0.025306325664986914,1.0057008649737544,cardiac
197,115146.4921875,97743.94092590126,0.012642747475600173,0.006738636415239382,0.9653893407610251,cardiac
198,115199.71875,97752.76581429847,0.006106932547957302,0.027418707323355784,0.990684705627348,cardiac
199,115246.09375,97771.52640357093,0.004768490076407618,0.014094380261945857,0.990472094216854,cardiac
200,115285.5,97787.34323811493,0.027555183974133958,0.01109908470742211,0.9862433991351319,cardiac
201,115311.4921875,97800.15773137083,-0.007276521000103134,0.0030433205572121154,1.0142657348726827,cardiac
202,115320.5859375,97815.66406215166,-0.012822110090422677,0.015560866905782726,0.9932879734401638,cardiac
203,115323.9609375,97813.35648690784,0.014384761320094443,0.008818720282704173,0.98908382201419,cardiac
204,115339.9609375,97815.34354794788,0.019925518977465806,0.020021571261664546,0.9618343181827183,cardiac
205,115369.3828125,97809.41057708365,0.01778894558066906,0.00873765429602896,0.9817839618777969,cardiac
206,115378.5859375,97836.76960892115,0.023404621450121798,0.03148474440306574,1.003451660013628,cardiac
207,115316.96875,97791.72770877762,0.012553804145316674,0.036041474064767175,1.0076059129893598,cardiac
208,115162.1484375,97750.27816258601,0.03704956886819089,0.04333341795382005,0.9878147624112164,cardiac
209,114943.5078125,97618.60284012165,0.017388021273901065,0.03516567275130751,0.9695021352730795,cardiac
210,114718.1875,97536.46335030337,0.023141435709025115,0.015131785061200758,0.9844681642370788,cardiac
211,114534.609375,97457.64291565314,-0.00612271671847868,0.010029214615404793,0.9896925910581432,cardiac
212,114417.8203125,97386.49641918784,0.03332679761140413,0.038531644367967535,0.9887951028750613,cardiac
213,114374.546875,97413.15536460535,0.017160674641565454,0.011511291101102704,0.9960353474546421,cardiac
214,114399.6953125,97420.29720395639,0.016286329992386925,0.033346061002885785,1.0162753020618893,cardiac
215,114475.0,97424.57140852336,0.019514375641072796,0.002079587884784389,0.9770872433545673,cardiac
216,114574.984375,97487.09410743097,-0.001872211620049257,0.006860891399792481,1.009579060852282,cardiac
217,114685.2734375,97529.72561849256,0.023399893601877244,0.0022877976838673215,0.9998044824904518,cardiac
218,114802.6796875,97536.50083549731,0.03890562311118323,0.019960149588252034,0.9798601374129468,cardiac
219,114912.1875,97627.64363519166,0.014939334312725764,0.02988993143233388,0.9995995522538456,cardiac
220,114981.734375,97653.56812875,0.037733252570603504,0.044065025611622226,1.0077810577234048,cardiac
221,114988.1796875,97658.57248774962,0.0404288214767011,0.03604988738353507,0.9670364009350202,cardiac
222,114940.0234375,97619.98235365009,0.018035536557295728,0.031083047586837664,0.9842531060248845,cardiac
223,114868.109375,97600.45308425419,0.033668912823529545,0.021209909070453947,0.9761137945505444,cardiac
224,114797.390625,97570.70315849676,0.04166448499158593,0.036835535706381956,0.9932888067630057,cardiac
225,114738.2265625,97565.16626570567,0.033900636371897594,0.04300908140189626,0.9951155371645904,cardiac
226,114701.5859375,97536.23938335336,-0.016864921283414405,0.017155844514198285,0.9831513130563253,cardiac
227,114702.484375,97531.53496449445,0.005236986573302977,0.030481272205109322,1.00788303199277,cardiac
228,114744.3125,97572.95721491617,0.012726416221893976,0.010682642382694788,1.0204205221636575,cardiac
229,114810.953125,97571.01582100104,0.013228435908537003,0.00940707625305814,0.9935651587442769,cardiac
230,114878.125,97603.05871037436,0.02638523872384301,0.017514418598539368,1.001856803618824,cardiac
231,114933.546875,97606.03446477742,0.01269020842569989,0.014426542011889787,0.9926788630278729,cardiac
232,114983.1875,97678.66425264176,0.03156153465687426,0.018935506887099655,0.9949593833402133,cardiac
233,115033.234375,97691.61327547042,0.018597625408919752,0.07097392501608159,0.9793716047825536,cardiac
234,115076.78125,97710.06163561517,0.04076257400809269,0.02797787247385534,0.9880985699449156,cardiac
235,115105.953125,97719.1780166442,0.030824976673046567,0.042319923739991216,1.0090052346143008,cardiac
236,115126.3828125,97719.78583126246,0.024929776027027367,0.020042324678291316,0.9819353084372391,cardiac
237,115152.3046875,97732.77156153524,0.027644797863250248,0.03789104431595593,1.0109707641104475,cardiac
238,115187.328125,97741.16944109349,0.026276456831280444,0.045200288837748584,1.0127515655217594,cardiac
239,115219.4296875,97756.02022106166,0.022472008167966587,0.007125427915681971,0.9723108437024913,cardiac
240,115241.375,97769.54471912321,-0.0015670430228576816,0.05338442087816303,0.9772888710775659,cardiac
241,115254.7578125,97797.29604512097,0.03847762348118434,0.03838891553022755,1.0157290369025858,cardiac
242,115241.28125,97777.02423347463,0.03504640729231759,0.0281502776930853,0.986999543244101,cardiac
243,115155.0859375,97729.88607556112,0.0212775157991922,0.03238808189787033,0.9820388449331487,cardiac
244,114966.921875,97639.27990919085,0.01951057553617018,0.053962673437322806,0.9644679253376152,cardiac
245,114709.8359375,97525.32800013633,0.023877322092902914,0.01627259131624005,0.9928055562420732,cardiac
246,114463.6171875,97450.55730261508,0.03259783662812301,0.029056994306279414,1.001594803797726,cardiac
247,114292.5625,97358.85297451091,-0.0038475910207627917,0.04656045633601289,0.9809530613602783,cardiac
248,114209.890625,97315.89029832216,0.029336121046885478,0.03271698872392976,0.9512165673131432,cardiac
249,114199.28125,97305.01618731521,0.008659038177946679,0.03330269112268835,1.013309641223537,cardiac
250,114246.3515625,97314.284051272,0.02430902428855506,0.0338654381965611,0.9688097386555592,cardiac
251,114337.90625,97370.20099158546,0.04146720044785235,0.05710122053147905,0.9904286256468596,cardiac
252,114450.9921875,97434.06659796456,0.016703644276698265,0.005694521547137826,1.0032498158843475,cardiac
253,114561.671875,97463.77273124494,0.06053418988538632,0.040712315767828175,1.008955552772298,cardiac
254,114658.25,97508.74652620249,0.02813130940562249,0.01514590871461345,1.010050089465298,cardiac
255,114735.328125,97542.75402467592,0.001481376507954213,0.02671690982100575,0.9941827761750379,cardiac
256,114778.796875,97566.83970546747,0.03324364491164986,0.03606265748875134,0.9958025175125012,cardiac
257,114769.921875,97537.39562676632,0.008577678973568557,0.010418596409980638,0.9909222100239482,cardiac
258,114707.7890625,97530.42137716804,0.009347078341356526,0.010069047190247541,0.9710108029274709,cardiac
259,114619.9765625,97482.49891967518,0.012648072887403307,0.0018142539541593262,0.9697879694573344,cardiac
260,114547.0,97476.47394043594,-0.004527053936038788,0.03224445711967649,0.9961197634427763,cardiac
261,114512.71875,97436.56243479902,0.05010711444774239,0.0069458607010565165,0.9798060456163551,cardiac
262,114510.625,97455.85586615701,0.033689170839842054,0.026046157784048174,0.985095030919383,cardiac
263,114526.1796875,97476.9107892384,0.04563754555009329,0.0241014538640289,0.9726570769599899,cardiac
264,114560.3203125,97464.36215852827,0.00024590060199590827,0.034083685359369176,0.9945786240510895,cardiac
265,114616.625,97484.81652116565,-0.000575535554292652,0.014129121375989023,0.9980206895672342,cardiac
266,114681.953125,97525.4560238344,0.02865900158787711,0.019114735546378797,0.9993332430277797,cardiac
267,114737.8984375,97547.17004203337,0.02857781880935841,0.0018611940392462833,0.9853190437432693,cardiac
268,114781.421875,97551.44654473741,0.026226883866816833,0.01984714372256035,0.9579160219654844,cardiac
269,114823.0546875,97591.5830186832,0.01575477917800818,0.03955220314186679,1.013706083787197,cardiac
270,114869.7421875,97635.44446824964,-0.012861739918809862,0.06728999012721353,0.973092955034561,cardiac
271,114915.9609375,97621.67629751851,0.03435456306201697,0.046414521181772764,1.004745259502007,cardiac
272,114954.3046875,97639.37608450654,0.02224427719340564,0.01028386748743904,0.999398381819791,cardiac
273,114989.4921875,97642.22774709397,0.009271502348367341,-0.010339313455254708,1.0324334795057442,cardiac
274,115030.015625,97680.5183667228,0.030621530329410042,0.0545608432015122,0.9763256578875834,cardiac
275,115071.6171875,97675.33208407689,0.04201254235117849,0.05091910518410043,1.0133182428675176,cardiac
276,115101.4921875,97690.57776208223,0.019681905001817716,0.008808540403147911,0.9873403078970454,cardiac
277,115111.4375,97730.75267402515,-0.013041536706499064,0.0010829328121834923,0.991379081717254,cardiac
278,115094.140625,97690.36524405658,0.005129023013477285,0.023907537065665656,0.9883650037289796,cardiac
279,115027.21875,97690.72177848747,0.048960905727776005,0.045593469082793936,0.9893269112375576,cardiac
280,114875.2734375,97630.51084750424,0.03813349301254015,0.0141821553525696,0.9849465446385769,cardiac
281,114629.9453125,97503.59099930966,0.03365336465176095,0.006995925114956392,0.9858152890754966,cardiac
282,114345.34375,97382.77728599026,0.0001873120986793375,0.027120354067209532,1.0144877363338416,cardiac
283,114107.6640625,97299.1811166028,0.008718546663485417,0.028478606596211153,0.9765401714754525,cardiac
284,113968.6171875,97205.76580141652,0.0027567658513941717,0.006279793935890971,1.011821281221144,cardiac
285,113923.53125,97179.98382799338,0.05543653205926391,0.031785560576979094,0.9792556054629399,cardiac
286,113942.984375,97177.13982397575,0.0305733745151478,0.01924294002050524,1.0020209752130607,cardiac
